         11980 function calls (11725 primitive calls) in 0.066 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pool.py:1254(_inc_overflow)
        1    0.000    0.000    0.014    0.014 pool.py:367(_create_connection)
        1    0.000    0.000    0.014    0.014 pool.py:416(connect)
        1    0.000    0.000    0.000    0.000 pool.py:437(_return_conn)
        1    0.000    0.000    0.014    0.014 pool.py:496(__init__)
        1    0.000    0.000    0.014    0.014 pool.py:552(checkout)
        1    0.000    0.000    0.000    0.000 pool.py:578(checkin)
        1    0.000    0.000    0.000    0.000 pool.py:651(get_connection)
        1    0.000    0.000    0.014    0.014 pool.py:693(__connect)
        1    0.000    0.000    0.000    0.000 pool.py:716(_finalize_fairy)
        1    0.000    0.000    0.000    0.000 pool.py:786(__init__)
        1    0.000    0.000    0.014    0.014 pool.py:819(_checkout)
        1    0.000    0.000    0.000    0.000 pool.py:902(_checkin)
        1    0.000    0.000    0.000    0.000 pool.py:916(_reset)
        1    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
        2    0.000    0.000    0.000    0.000 posixpath.py:331(normpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:369(abspath)
        2    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        2    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        1    0.000    0.000    0.066    0.066 profile:0(<function read_from_csv at 0x10557f400>)
        1    0.011    0.011    0.055    0.055 profile:0(<function read_from_database at 0x113330f28>)
        0    0.000             0.000          profile:0(profiler)
        4    0.000    0.000    0.001    0.000 psycopg2.py:480(get_result_proxy)
        1    0.000    0.000    0.011    0.011 psycopg2.py:577(initialize)
        1    0.000    0.000    0.000    0.000 psycopg2.py:609(_psycopg2_extras)
        2    0.000    0.000    0.000    0.000 psycopg2.py:659(on_connect)
        2    0.000    0.000    0.000    0.000 psycopg2.py:666(on_connect)
        2    0.000    0.000    0.000    0.000 psycopg2.py:674(on_connect)
        2    0.000    0.000    0.000    0.000 psycopg2.py:706(on_connect)
        1    0.000    0.000    0.000    0.000 psycopg2.py:721(_hstore_oids)
        1    0.000    0.000    0.000    0.000 queue.py:131(get)
        1    0.000    0.000    0.000    0.000 queue.py:187(_empty)
        1    0.000    0.000    0.000    0.000 queue.py:191(_full)
        1    0.000    0.000    0.000    0.000 queue.py:195(_put)
        1    0.000    0.000    0.000    0.000 queue.py:88(put)
        1    0.000    0.000    0.000    0.000 range.py:131(_simple_new)
        1    0.000    0.000    0.000    0.000 range.py:158(_validate_dtype)
       48    0.000    0.000    0.000    0.000 range.py:481(__len__)
        1    0.000    0.000    0.000    0.000 range.py:68(__new__)
        2    0.000    0.000    0.000    0.000 range.py:84(_ensure_int)
        1    0.000    0.000    0.007    0.007 re.py:170(match)
        1    0.000    0.000    0.007    0.007 re.py:271(_compile)
        1    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
        4    0.000    0.000    0.000    0.000 re.py:307(_subx)
        3    0.000    0.000    0.000    0.000 result.py:1146(_fetchone_impl)
        1    0.000    0.000    0.002    0.002 result.py:1161(_fetchall_impl)
        4    0.000    0.000    0.000    0.000 result.py:1178(process_rows)
        4    0.000    0.000    0.000    0.000 result.py:1192(<listcomp>)
        1    0.000    0.000    0.002    0.002 result.py:1195(fetchall)
        3    0.000    0.000    0.000    0.000 result.py:1279(first)
        3    0.000    0.000    0.000    0.000 result.py:1306(scalar)
        4    0.000    0.000    0.001    0.000 result.py:214(__init__)
        4    0.000    0.000    0.000    0.000 result.py:262(<listcomp>)
        4    0.000    0.000    0.000    0.000 result.py:265(<listcomp>)
        4    0.000    0.000    0.001    0.000 result.py:333(_merge_cursor_description)
        4    0.000    0.000    0.001    0.000 result.py:440(<listcomp>)
       22    0.000    0.000    0.000    0.000 result.py:460(_colnames_from_description)
       22    0.000    0.000    0.000    0.000 result.py:560(_merge_cols_by_none)
        4    0.000    0.000    0.001    0.000 result.py:714(__init__)
        4    0.000    0.000    0.001    0.000 result.py:740(_init_metadata)
        1    0.000    0.000    0.000    0.000 result.py:760(keys)
        4    0.000    0.000    0.000    0.000 result.py:864(_cursor_description)
        4    0.000    0.000    0.000    0.000 result.py:869(_soft_close)
        3    0.000    0.000    0.000    0.000 result.py:901(close)
        1    0.000    0.000    0.000    0.000 schema.py:3711(__init__)
        1    0.000    0.000    0.000    0.000 schema.py:3966(_bind_to)
        2    0.000    0.000    0.000    0.000 selectable.py:2062(__init__)
        2    0.000    0.000    0.000    0.000 selectable.py:2629(__init__)
        2    0.000    0.000    0.000    0.000 selectable.py:2899(_froms)
        2    0.000    0.000    0.000    0.000 selectable.py:2928(_get_display_froms)
        2    0.000    0.000    0.000    0.000 selectable.py:2942(<listcomp>)
        2    0.000    0.000    0.000    0.000 selectable.py:3581(_columns_plus_names)
        2    0.000    0.000    0.000    0.000 selectable.py:3603(<listcomp>)
    23/20    0.001    0.000    0.010    0.001 series.py:166(__init__)
        2    0.000    0.000    0.006    0.003 series.py:284(_init_dict)
        1    0.000    0.000    0.001    0.001 series.py:3203(_reduce)
        1    0.000    0.000    0.000    0.000 series.py:3237(_needs_reindex_multi)
        1    0.000    0.000    0.002    0.002 series.py:3323(reindex)
        2    0.000    0.000    0.000    0.000 series.py:349(_constructor)
       23    0.000    0.000    0.000    0.000 series.py:365(_set_axis)
        1    0.000    0.000    0.001    0.001 series.py:3802(isnull)
       23    0.000    0.000    0.000    0.000 series.py:391(_set_subtyp)
       28    0.000    0.000    0.000    0.000 series.py:401(name)
       30    0.001    0.000    0.009    0.000 series.py:4019(_sanitize_array)
       30    0.000    0.000    0.007    0.000 series.py:4036(_try_cast)
       26    0.000    0.000    0.000    0.000 series.py:405(name)
       21    0.000    0.000    0.000    0.000 series.py:412(dtype)
        1    0.000    0.000    0.000    0.000 series.py:432(values)
        6    0.000    0.000    0.000    0.000 series.py:465(_values)
        2    0.000    0.000    0.000    0.000 series.py:476(get_values)
        1    0.000    0.000    0.000    0.000 series.py:562(__len__)
        1    0.000    0.000    0.000    0.000 series.py:637(__array__)
        4    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.044    0.044 sql.py:1019(read_query)
        1    0.000    0.000    0.007    0.007 sql.py:104(_parse_date_columns)
        1    0.000    0.000    0.023    0.023 sql.py:134(_wrap_result)
        1    0.000    0.000    0.044    0.044 sql.py:255(read_sql_query)
        1    0.000    0.000    0.000    0.000 sql.py:44(_is_sqlalchemy_connectable)
        1    0.000    0.000    0.000    0.000 sql.py:480(_engine_builder)
        1    0.000    0.000    0.000    0.000 sql.py:498(pandasSQL_builder)
        1    0.000    0.000    0.000    0.000 sql.py:73(_convert_params)
        1    0.000    0.000    0.000    0.000 sql.py:936(__init__)
        1    0.000    0.000    0.019    0.019 sql.py:952(execute)
        2    0.000    0.000    0.000    0.000 sqltypes.py:139(__init__)
        1    0.000    0.000    0.000    0.000 sqltypes.py:388(__init__)
        4    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
        4    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
       10    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        2    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
        2    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        1    0.000    0.000    0.003    0.003 sre_compile.py:598(_code)
        3    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
     18/1    0.001    0.000    0.003    0.003 sre_compile.py:71(_compile)
        1    0.000    0.000    0.007    0.007 sre_compile.py:759(compile)
       22    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
       47    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
      168    0.001    0.000    0.001    0.000 sre_parse.py:164(__getitem__)
       11    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       49    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
     21/4    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
       79    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
       34    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
       64    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
       25    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        7    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
      8/1    0.000    0.000    0.004    0.004 sre_parse.py:417(_parse_sub)
     10/1    0.001    0.000    0.004    0.004 sre_parse.py:475(_parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        8    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        3    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
        1    0.000    0.000    0.004    0.004 sre_parse.py:919(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:951(parse_template)
        3    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:960(addgroup)
        1    0.000    0.000    0.002    0.002 strategies.py:106(connect)
        2    0.000    0.000    0.001    0.000 strategies.py:182(on_connect)
        1    0.000    0.000    0.011    0.011 strategies.py:193(first_connect)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        4    0.000    0.000    0.000    0.000 type_api.py:1396(to_instance)
        1    0.000    0.000    0.000    0.000 type_api.py:1406(adapt_type)
        6    0.000    0.000    0.000    0.000 type_api.py:268(result_processor)
        2    0.000    0.000    0.000    0.000 type_api.py:306(_has_column_expression)
       18    0.000    0.000    0.000    0.000 type_api.py:479(_cached_result_processor)
        6    0.000    0.000    0.000    0.000 type_api.py:501(_dialect_info)
        1    0.000    0.000    0.000    0.000 type_api.py:517(_gen_dialect_impl)
        1    0.000    0.000    0.000    0.000 type_api.py:520(adapt)
        4    0.000    0.000    0.000    0.000 type_api.py:59(__init__)
       31    0.000    0.000    0.000    0.000 utf_8.py:15(decode)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        2    0.000    0.000    0.000    0.000 version.py:302(__init__)
        2    0.000    0.000    0.000    0.000 version.py:307(parse)
        2    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:51(__lt__)
     12/2    0.000    0.000    0.001    0.001 visitors.py:84(_compiler_dispatch)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
      105    0.000    0.000    0.000    0.000 weakref.py:393(__getitem__)
       43    0.000    0.000    0.000    0.000 weakref.py:406(__setitem__)
      186    0.000    0.000    0.000    0.000 weakref.py:431(__contains__)


